transitive	salim	Table-base
نَشَّطَ	4	م
أَنْشَطَ	4	م
تَنَشَّطَ	5	ل/م
اِنْتَشَطَ	5	ل/م
اِسْتَنْشَطَ	6	ل
نَشَعَ	3	ل/م
أَنْشَعَ	4	م
اِنْتَشَعَ	5	م
نَشَغَ	3	ل/م
أَنْشَغَ	4	ل/م
تَنَشَّغَ	5	ل
اِنْتَشَغَ	5	م
نَشَفَ	3	ل/م
نَشِفَ	3	ل/م
نَشَّفَ	4	ل/م
أَنْشَفَ	4	ل/م
تَنَشَّفَ	5	ل/م
اِنْتَشَفَ	5	ل/م
نَشِقَ	3	ل/م
أَنْشَقَ	4	ل/م
تَنَشَّقَ	5	م
اِنْتَشَقَ	5	م
اِسْتَنْشَقَ	6	م
نَشَلَ	3	ل/م
نَشَّلَ	4	م
أَنْشَلَ	4	م
اِنْتَشَلَ	5	م
نَشِمَ	3	ل
نَشَّمَ	4	ل
تَنَشَّمَ	5	ل/م
نَشِيَ	3	ل/م
أَنْشَى	4	م
تَنَشَّى	5	ل/م
اِنْتَشَى	5	ل/م
اِسْتَنْشَى	6	ل/م
نَصَبَ	3	ل/م
نَصِبَ	3	ل
نَصَّبَ	4	م
ناصَبَ	4	م
تَنَصَّبَ	5	ل
تَناصَبَ	5	م
اِنْتَصَبَ	5	ل
نَصَتَ	3	ل
أَنْصَتَ	4	ل/م
تَنَصَّتَ	5	ل
اِنْتَصَتَ	5	ل
اِسْتَنْصَتَ	6	ل/م
نَصَحَ	3	ل/م
ناصَحَ	4	م
أَنْصَحَ	4	م
تَنَصَّحَ	5	ل/م
اِنْتَصَحَ	5	ل/م
اِسْتَنْصَحَ	6	م
نَصَرَ	3	م
نَصَّرَ	4	م
ناصَرَ	4	م
تَنَصَّرَ	5	ل
تَناصَرَ	5	ل
اِنْتَصَرَ	5	ل
اِسْتَنْصَرَ	6	ل/م
نَصَّ	3	ل
نَصَّ	3	ل/م
نَصَّصَ	4	م
ناصَّ	4	م
تَناصَّ	5	ل
اِنْتَصَّ	5	ل
نَصَعَ	3	ل
ناصَعَ	4	م
أَنْصَعَ	4	ل
نَصَفَ	3	ل/م
نَصَّفَ	4	ل/م
ناصَفَ	4	م
أَنْصَفَ	4	ل/م
تَنَصَّفَ	5	ل/م
تَناصَفَ	5	ل
اِنْتَصَفَ	5	ل/م
اِسْتَنْصَفَ	6	ل/م
نَصَلَ	3	ل/م
نَصَّلَ	4	م
أَنْصَلَ	4	م
تَنَصَّلَ	5	ل/م
تَناصَلَ	5	ل
اِنْتَصَلَ	5	ل
اِسْتَنْصَلَ	6	م
نَصا	3	م
ناصَى	4	م
أَنْصَى	4	ل/م
تَناصَى	5	ل
اِنْتَصَى	5	ل/م
نَضَبَ	3	ل
نَضَّبَ	4	ل
نَضِجَ	3	ل
نَضَّجَ	4	م
أَنْضَجَ	4	م
اِسْتَنْضَجَ	6	م
نَضَحَ	3	ل/م
ناضَحَ	4	م/ل
أَنْضَحَ	4	ل/م
تَنَضَّحَ	5	ل
اِنْتَضَحَ	5	ل
نَضَخَ	3	ل/م
ناضَخَ	4	م
أَنْضَخَ	4	ل
اِنْتَضَخَ	5	ل
نَضَدَ	3	م
نَضَّدَ	4	م
تَنَضَّدَ	5	ل
نَضَرَ	3	ل/م
نَضُرَ	3	ل
نَضِرَ	3	ل
نَضَّرَ	4	م
أَنْضَرَ	4	ل/م
اِسْتَنْضَرَ	6	م
نَضَّ	3	ل/م
أَنَضَّ	4	م
تَنَضَّضَ	5	م
اِسْتَنَضَّ	6	م
نَضَفَ	3	ل/م
نَضِفَ	3	ل
أَنْضَفَ	4	ل/م
اِنْتَضَفَ	5	م
نَضَلَ	3	م
نَضِلَ	3	ل
ناضَلَ	4	ل/م
أَنْضَلَ	4	م
تَنَضَّلَ	5	م
تَناضَلَ	5	ل
اِنْتَضَلَ	5	ل/م
نَضا	3	ل/م
نَضَى	3	م
نَضَّى	4	م
أَنْضَى	4	ل/م
تَنَضَّى	5	م
اِنْتَضَى	5	م
نَطَبَ	3	م
نَطَحَ	3	م
ناطَحَ	4	م
تَناطَحَ	5	ل
اِنْتَطَحَ	5	ل
نَطَرَ	3	م
نَطِسَ	3	ل
تَنَطَّسَ	5	ل/م
نَطَّ	3	ل
نَطَّ	3	م
نَطَعَ	3	م
تَنَطَّعَ	5	ل
نَطَفَ	3	ل/م
نَطِفَ	3	ل
نَطَّفَ	4	م
أَنْطَفَ	4	م
تَنَطَّفَ	5	ل
نَطَقَ	3	ل
نَطُقَ	3	ل
نَطَّقَ	4	م
ناطَقَ	4	م
أَنْطَقَ	4	م
تَنَطَّقَ	5	ل
تَناطَقَ	5	ل
اِنْتَطَقَ	5	ل/م
اِسْتَنْطَقَ	6	م
نَطَلَ	3	م
نَطَّلَ	4	م
اِنْتَطَلَ	5	ل
نَطا	3	ل/م
ناطَى	4	م
أَنْطَى	4	م
تَناطَى	5	ل
نَظَرَ	3	ل/م
نَظَّرَ	4	م
ناظَرَ	4	م
أَنْظَرَ	4	م
تَنَظَّرَ	5	م
تَناظَرَ	5	ل
اِنْتَظَرَ	5	م
اِسْتَنْظَرَ	6	م
نَظُفَ	3	ل
نَظَّفَ	4	م
تَنَظَّفَ	5	ل
اِسْتَنْظَفَ	6	م
نَظَمَ	3	م
نَظَّمَ	4	م
تَنَظَّمَ	5	ل
تَناظَمَ	5	ل
اِنْتَظَمَ	5	ل/م
نَعَبَ	3	ل
أَنْعَبَ	4	ل
نَعَتَ	3	م
نَعُتَ	3	ل
أَنْعَتَ	4	ل
تَنَعَّتَ	5	م
تَناعَتَ	5	م
اِنْتَعَتَ	5	ل/م
اِسْتَنْعَتَ	6	م
نَعَثَ	3	م
أَنْعَثَ	4	ل
نَعَجَ	3	ل
نَعِجَ	3	ل
أَنْعَجَ	4	ل
نَعَرَ	3	ل
نَعِرَ	3	ل
نَعَسَ	3	ل
أَنْعَسَ	4	ل/م
تَناعَسَ	5	ل
نَعَشَ	3	م
نَعَّشَ	4	م
أَنْعَشَ	4	م
اِنْتَعَشَ	5	ل
نَعَّ	3	ل
نَعَقَ	3	ل
نَعَلَ	3	م
نَعِلَ	3	ل
نَعَّلَ	4	م
أَنْعَلَ	4	ل/م
تَنَعَّلَ	5	ل/م
اِنْتَعَلَ	5	ل/م
نَعُمَ	3	ل
نَعِمَ	3	ل
نَعَّمَ	4	ل/م
ناعَمَ	4	ل/م
أَنْعَمَ	4	ل/م
تَنَعَّمَ	5	ل/م
تَناعَمَ	5	ل
نَعا	3	ل
نَعَى	3	م/ل
أَنْعَى	4	م
تَناعَى	5	ل
اِسْتَنْعَى	6	ل/م
نَغَبَ	3	ل/م
نَغَتَ	3	م
نَغَرَ	3	ل
نَغِرَ	3	ل
نَغَّرَ	4	ل/م
أَنْغَرَ	4	ل
تَنَغَّرَ	5	ل
تَناغَرَ	5	ل
نَغَزَ	3	ل/م
نَغَشَ	3	ل
تَنَغَّشَ	5	ل
اِنْتَعَشَ	5	ل
نَغَصَ	3	ل/م
نَغِصَ	3	ل
نَغَّصَ	4	م/ل
أَنْغَصَ	4	م
تَنَغَّصَ	5	ل
تَناغَصَ	5	ل
نَغَضَ	3	ل
أَنْغَضَ	4	م
تَنَغَّضَ	5	ل
نَغَفَ	3	ل
نَغَقَ	3	ل
نَغُلَ	3	ل
نَغِلَ	3	ل
أَنْغَلَ	4	م
نَغَمَ	3	ل
ناغَمَ	4	م
تَنَغَّمَ	5	ل
نَغَى	3	ل
ناغَى	4	م
نَفَتَ	3	ل
تَنافَتَ	5	ل
نَفَثَ	3	ل/م
نَفَجَ	3	ل/م
أَنْفَجَ	4	ل
تَنَفَّجَ	5	ل/م
اِنْتَفَجَ	5	ل/م
اِسْتَنْفَجَ	6	م
نَفَحَ	3	ل/م
نافَحَ	4	ل/م
اِنْتَفَحَ	5	ل
نَفَخَ	3	ل/م
نَفِخَ	3	ل
نَفَّخَ	4	ل
اِنْتَفَخَ	5	ل
نَفَدَ	3	ل
نافَدَ	4	م
أَنْفَدَ	4	ل/م
تَنافَدَ	5	ل
اِنْتَفَدَ	5	م/ل
اِسْتَنْفَدَ	6	م
نَفَذَ	3	ل/م
نَفَّذَ	4	م
أَنْفَذَ	4	م
تَنافَذَ	5	ل
نَفَرَ	3	ل/م
نَفَّرَ	4	م/ل
نافَرَ	4	م
أَنْفَرَ	4	ل/م
تَنافَرَ	5	ل
اِسْتَنْفَرَ	6	ل/م
نَفَزَ	3	ل
نَفَّزَ	4	م
تَنافَزَ	5	ل
نَفَسَ	3	م
نَفُسَ	3	ل
نَفِسَ	3	ل/م
نَفَّسَ	4	ل/م
نافَسَ	4	ل/م
أَنْفَسَ	4	ل
تَنَفَّسَ	5	ل/م
تَنافَسَ	5	ل
نَفَشَ	3	ل/م
نَفَّشَ	4	م
أَنْفَشَ	4	م
تَنَفَّشَ	5	ل
اِنْتَفَشَ	5	ل
نَفَصَ	3	ل
أَنْفَصَ	4	ل
نَفَضَ	3	ل/م
نَفَّضَ	4	م
أَنْفَضَ	4	ل/م
اِنْتَفَضَ	5	ل/م
اِسْتَنْفَضَ	6	ل/م
نَفَطَ	3	ل
نَفِطَ	3	ل
أَنْفَطَ	4	م
تَنَفَّطَ	5	ل
نَفَعَ	3	م
نَفَّعَ	4	م
أَنْفَعَ	4	ل
اِنْتَفَعَ	5	ل
اِسْتَنْفَعَ	6	م
نَفَّ	3	م
نَفَّ	3	ل
نَفَّ	3	م
نَفَقَ	3	ل
نَفَّقَ	4	م
نافَقَ	4	ل
أَنْفَقَ	4	ل/م
اِسْتَنْفَقَ	6	م
نَفَلَ	3	ل/م
نَفَّلَ	4	ل/م
أَنْفَلَ	4	ل/م
تَنَفَّلَ	5	ل
اِنْتَفَلَ	5	ل/م
نَفَهَ	3	ل
نَفِهَ	3	ل
نَفَّهَ	4	م
أَنْفَهَ	4	ل/م
اِسْتَنْفَهَ	6	ل
نَفا	3	م
نَفَى	3	م
نافَى	4	م
تَنافَى	5	ل
اِنْتَفَى	5	ل
نَقَبَ	3	ل/م
نَقُبَ	3	ل
نَقِبَ	3	ل
نَقَّبَ	4	ل
ناقَبَ	4	م
تَنقَّبَ	5	ل/م
نَقَثَ	3	ل/م
نَقَّثَ	4	ل/م
تَنَقَّثَ	5	ل/م
اِنْتَقَثَ	5	ل/م
نَقَحَ	3	م
نَقَّحَ	4	م
ناقَحَ	4	م
تَنقَّحَ	5	ل
اِنْتَقَحَ	5	م
نَقَخَ	3	م
اِنْتَقَخَ	5	م
نَقَدَ	3	م/ل
نَقِدَ	3	ل
ناقَدَ	4	م
أَنْقَدَ	4	ل
تَنَقَّدَ	5	م
تَناقَدَ	5	م
اِنْتَقَدَ	5	ل/م
نَقِذَ	3	ل
نَقَّذَ	4	م
أَنْقَذَ	4	م
تَنَقَّذَ	5	م
اِسْتَنْقَذَ	6	م
نَقَرَ	3	ل/م
نَقِرَ	3	ل
نَقَّرَ	4	ل/م
ناقَرَ	4	م
أَنْقَرَ	4	ل
تَنَقَّرَ	5	م/ل
اِنْتَقَرَ	5	م/ل
نَقَزَ	3	ل/م
نَقَّزَ	4	م
أَنْقَزَ	4	ل/م
اِنْتَقَزَ	5	ل/م
نَقَسَ	3	ل/م
نَقَّسَ	4	م
ناقَسَ	4	م
نَقَشَ	3	م
ناقَشَ	4	م
أَنْقَشَ	4	ل
اِنْتَقَشَ	5	ل/م
نَقَصَ	3	ل/م
نَقَّصَ	4	م
أَنْقَصَ	4	م
تَنَقَّصَ	5	م
تَناقَصَ	5	ل
اِنْتَقَصَ	5	ل/م
اِسْتَنْقَصَ	6	م
نَقَضَ	3	م
نَقَّضَ	4	ل/م
ناقَضَ	4	ل/م
أَنْقَضَ	4	ل/م
تَنَقَّضَ	5	ل
تَناقَضَ	5	ل
اِنْتَقَضَ	5	ل
اِنْقاضَّ	6	ل
نَقَطَ	3	ل/م
نَقَّطَ	4	م
تَنَقَّطَ	5	ل/م
نَقَعَ	3	ل/م
أَنْقَعَ	4	م
اِنْتَقَعَ	5	ل/م
اِسْتَنْقَعَ	6	ل
نَقَفَ	3	م/ل
ناقَفَ	4	م
أَنْقَفَ	4	ل/م
اِنْتَقَفَ	5	م
نَقَّ	3	ل
أَنَقَّ	4	ل
نَقَلَ	3	م
نَقِلَ	3	ل
نَقَّلَ	4	م
ناقَلَ	4	ل/م
أَنْقَلَ	4	م
تَنَقَّلَ	5	ل
تَناقَلَ	5	م
اِنْتَقَلَ	5	ل
نَقَمَ	3	ل/م
نَقِمَ	3	م
نَقَّمَ	4	م
اِنْتَقَمَ	5	ل
نَقَهَ	3	ل/م
نَقِهَ	3	ل/م
أَنْقَهَ	4	م
اِنْتَقَهَ	5	ل
اِسْتَنْقَهَ	6	ل
نَقا	3	م
نَقِيَ	3	ل
نَقَّى	4	م
أَنْقَى	4	ل/م
تَنَقَّى	5	م
اِنْتَقَى	5	م
نَكَأَ	3	م
اِنْتَكَأَ	5	م
نَكَبَ	3	ل/م
نَكُبَ	3	ل
نَكِبَ	3	ل
نَكَّبَ	4	ل/م
تَنَكَّبَ	5	ل/م
اِنْتَكَبَ	5	م
نَكَتَ	3	م/ل
نَكَّتَ	4	ل
اِنْتَكَتَ	5	ل1
نَكَثَ	3	م
ناكَثَ	4	م
تَناكَثَ	5	م
اِنْتَكَثَ	5	ل
نَكَحَ	3	ل/م
أَنْكَحَ	4	م
تَناكَحَ	5	ل
اِسْتَنْكَحَ	6	م/ل
نَكَدَ	3	م
نَكِدَ	3	ل
نَكَّدَ	4	م
ناكَدَ	4	م
أَنْكَدَ	4	ل/م
تَنَكَّدَ	5	ل
تَناكَدَ	5	ل
نَكُرَ	3	ل
نَكِرَ	3	ل/م
نَكَّرَ	4	م
ناكَرَ	4	م
أَنْكَرَ	4	م
تَنَكَّرَ	5	ل
تَناكَرَ	5	ل/م
اِسْتَنْكَرَ	6	م
نَكَزَ	3	م
نَكِزَ	3	ل
نَكَّزَ	4	م
أَنْكَزَ	4	م
نَكَسَ	3	م
نَكَّسَ	4	ل/م
تَنَكَّسَ	5	ل
اِنْتَكَسَ	5	ل
نَكَشَ	3	م
اِنْتَكَشَ	5	م
نَكَصَ	3	ل
نَكِظَ	3	ل
نَكَّظَ	4	م
أَنْكَظَ	4	م
تَنَكَّظَ	5	ل
نَكَعَ	3	ل/م
نَكِعَ	3	ل
نَكَّعَ	4	م
أَنْكَعَ	4	ل/م
نَكَفَ	3	ل/م
نَكِفَ	3	ل
نَكَّفَ	4	ل
ناكَفَ	4	م
أَنْكَفَ	4	م
تَناكَفَ	5	م
اِنْتَكَفَ	5	ل/م
اِسْتَنْكَفَ	6	ل/م
نَكَلَ	3	ل/م
نَكِلَ	3	ل
نَكَّلَ	4	ل/م
أَنْكَلَ	4	م
نَكَهَ	3	ل/م
نَكِهَ	3	ل/م
نَكَى	3	م/ل
نَكِيَ	3	ل
نَمَرَ	3	ل
نَمِرَ	3	ل
نَمَّرَ	4	ل/م
أَنْمَرَ	4	ل
تَنَمَّرَ	5	ل
نَمَسَ	3	م
نَمِسَ	3	ل
نَمَّسَ	4	ل/م
نامَسَ	4	ل
أَنْمَسَ	4	ل
تَنَمَّسَ	5	ل
اِنَّمَسَ	5	ل
نَمَشَ	3	م
نَمِشَ	3	ل
نَمَّشَ	4	م
أَنْمَشَ	4	ل
نَمَصَ	3	ل/م
نَمِصَ	3	ل
نَمَّصَ	4	م
أَنْمَصَ	4	ل
تَنَمَّصَ	5	ل
اِنْتَمَصَ	5	ل
نَمَطَّ	4	م/ل
أَنْمَطَ	4	م
نَمَّغَ	4	م
نَمَقَ	3	م
نَمَّقَ	4	م
أَنْمَقَ	4	ل
نَمَلَ	3	ل
نَمِلَ	3	ل
نَمَّلَ	4	م
تَنَمَّلَ	5	ل
نَمَّ	3	ل/م
نَما	3	م/ل
نَمَى	3	ل/م
نَمَّى	4	م
أَنْمَى	4	ل/م
تَنَمَّى	5	ل
اِنْتَمَى	5	ل
نَهَأَ	3	ل/م
نَهِئَ	3	ل
أَنْهَأَ	4	م
نَهَبَ	3	م
ناهَبَ	4	م
أَنْهَبَ	4	م
تَناهَبَ	5	ل/م
اِنْتَهَبَ	5	م
نَهَتَ	3	ل
نَهَجَ	3	ل/م
نَهِجَ	3	ل
أَنْهَجَ	4	ل/م
اِنْتَهَجَ	5	م
اِسْتَنْهَجَ	6	ل/م
نَهَدَ	3	ل
نَهُدَ	3	ل
ناهَدَ	4	م
أَنْهَدَ	4	م
تَنَهَّدَ	5	ل
تَناهَدَ	5	ل/م
نَهَرَ	3	ل/م
نَهِرَ	3	ل
أَنْهَرَ	4	ل/م
اِنتَهَرَ	5	ل/م
اِسْتَنْهَرَ	6	ل
نَهَزَ	3	ل/م
ناهَزَ	4	م
أَنْهَزَ	4	م
تَناهَزَ	5	م
اِنْتَهَزَ	5	ل/م
نَهَسَ	3	م
اِنْتَهَسَ	5	م
نَهَشَ	3	م
اِنْتَهَشَ	5	ل/م
نَهَضَ	3	ل/م
ناهَضَ	4	م
أَنْهَضَ	4	م
تَناهَضَ	5	ل
اِسْتَنْهَضَ	6	م
نَهَطَ	3	م
نَهَفَ	3	ل
نَهَقَ	3	ل
تَناهَقَ	5	ل
نَهَكَ	3	م/ل
نَهُكَ	3	ل
أَنْهَكَ	4	م
اِنْتَهَكَ	5	م/ل
نَهِلَ	3	ل
أَنْهَلَ	4	ل/م
نَهَمَ	3	ل/م
نَهَمَ	3	م
نَهِمَ	3	ل
نَهَى	3	ل
نَهُوَ	3	ل
نَهِيَ	3	ل
نَهَّى	4	ل/م
أَنْهَى	4	ل/م
تَناهَى	5	ل
اِنْتَهَى	5	ل
اِسْتَنْهَى	6	م
ناءَ	3	ل
ناوَأَ	4	م
أَناءَ	4	ل/م
اِسْتَناءَ	6	ل/م
نابَ	3	ل
نَوَّبَ	4	م
ناوَبَ	4	م
أَنابَ	4	ل/م
تَناوَبَ	5	م/ل
اِنْتابَ	5	م
اِسْتَنابَ	6	م
ناتَ	3	ل
ناجَ	3	ل
ناحَ	3	ل/م
ناوَحَ	4	م
تَنَوَّحَ	5	ل
تَناوَحَ	5	ل
اِسْتَناحَ	6	ل/م
نَوَّخَ	4	م
أَناخَ	4	ل/م
تَنَوَّخَ	5	ل/م
اِسْتَناخَ	6	ل
نادَ	3	ل
تَنَوَّدَ	5	ل
نارَ	3	ل/م
نَوَّرَ	4	ل/م
ناوَرَ	4	م
أَنارَ	4	ل/م
تَنَوَرَ	4	ل/م
اِسْتَنارَ	6	ل
ناسَ	3	ل/م
نَوَّسَ	4	ل
أَناسَ	4	م
تَنَوَّسَ	5	ل
ناشَ	3	ل/م
ناوَشَ	4	م
تَنَوَشَ	4	م
تَناوَشَ	5	ل
اِنْتاشَ	5	م
ناصَ	3	ل/م
ناوَصَ	4	م
أَناصَ	4	م
اِنْتاصَ	5	ل
اِسْتَناصَ	6	ل/م
ناضَ	3	ل/م
نَوَّضَ	4	م
أَناضَ	4	ل
ناطَ	3	م
نَوَّطَ	4	م
أَناطَ	4	ل/م
اِنْتاطَ	5	ل/م
ناعَ	3	ل/م
نَوَّعَ	4	م
تَنَوَّعَ	5	ل
اِسْتَناعَ	6	ل
نافَ	3	ل/م
أَنافَ	4	ل
ناقَ	3	ل
نَوِقَ	3	ل
نَوَّقَ	4	م
تَنَوَّقَ	5	ل
اِنْتاقَ	5	ل/م
اِسْتَنْوَقَ	6	ل
نَوِكَ	3	ل
أَنْوَكَ	4	م
اِسْتَنْوَكَ	6	ل/م
نالَ	3	ل/م
نالَ	3	ل
نَوَّلَ	4	ل/م
ناوَلَ	4	م
أَنالَ	4	ل/م
تَنَوَّلَ	5	ل/م
تَناوَلَ	5	م
نامَ	3	ل
نامَ	3	م
نَوَّمَ	4	ل/م
ناوَمَ	4	م
أَنامَ	4	م
تَنَوَّمَ	5	ل/م
تَناوَمَ	5	ل
اِسْتَنامَ	6	ل
نَوَّنَ	4	م
ناهَ	3	ل/م
نَوَّهَ	4	ل/م
نَوَى	3	ل/م
نَوَّى	4	ل/م
أَنْوَى	4	ل/م
تَنَوَّى	5	م
اِنْتَوَى	5	ل/م
اِسْتَنْوَى	6	ل
ناءَ	3	ل
نَيَّأَ	4	م
أَناءَ	4	م
أَنْيَأَ	4	م
نابَ	3	م
نَيَّبَ	4	ل/م
تَنَيَّبَ	5	ل
ناحَ	3	ل
نَيَّحَ	4	م
نارَ	3	م
نَيَّرَ	4	م
نايَرَ	4	م
أَنارَ	4	ل/م
تَنايَرَ	5	ل
ناصَ	3	ل
ناضَ	3	ل
ناطَ	3	ل
اِنْتاطَ	5	ل
ناعَ	3	ل
اِسْتَناعَ	6	ل
تَنَيَّقَ	5	ل
نالَ	3	ل/م
أَنالَ	4	م
تَنايَلَ	5	ل
اِسْتَنالَ	6	م
ناهَ	3	ل
هَبَّ	3	ل
أَهَبَّ	4	م
تَهَبَّبَ	5	ل
اِهْتَبَّ	5	ل/م
هَبَتَ	3	ل/م
هَبَجَ	3	م
هَبِجَ	3	ل
هَبَّجَ	4	م
هَبَدَ	3	م
اِهْتَبَدَ	5	ل/م
هَبَذَ	3	ل
هَبَرَ	3	م
هَبِرَ	3	ل
أَهْبَرَ	4	ل
اِهْتَبَرَ	5	ل/م
هَبَزَ	3	ل
هَبَشَ	3	م/ل
هَبِشَ	3	ل
هَبَّشَ	4	م/ل
تَهَبَّشَ	5	ل/م
اِهْتَبَشَ	5	ل/م
هَبَصَ	3	ل
هَبِصَ	3	ل
اِنْهَبَصَ	5	ل
اِهْتَبَصَ	5	ل
هَبَطَ	3	ل/م
هَبَّطَ	4	م
أَهْبَطَ	4	م
تَهَبَّطَ	5	ل
اِنْهَبَطَ	5	ل
هَبَعَ	3	ل
أَهْبَعَ	4	ل
اِسْتَهْبَعَ	6	م
هَبَغَ	3	ل
اِنْهَبَكَ	5	ل
هَبُلَ	3	ل
هَبِلَ	3	ل/م
هَبَّلَ	4	ل/م
أَهْبَلَ	4	ل/م
تَهَبَّلَ	5	ل
اِهْتَبَلَ	5	ل/م
هَبا	3	ل
هَبَّى	4	م
أَهْبَى	4	م
تَهَبَّى	5	ل
هَتَأَ	3	م
هَتِئَ	3	ل
تَهَتَّأَ	5	ل
هَتَّ	3	ل
هَتَّ	3	م
هَتَرَ	3	ل/م
هَتَّرَ	4	م
هاتَرَ	4	م
أَهْتَرَ	4	ل/م
تَهَتَّرَ	5	ل
تَهاتَرَ	5	ل
اِسْتَهْتَرَ	6	-
هَتَشَ	3	م
هَتَفَ	3	ل/م
هَتَّفَ	4	ل/م
هَتَكَ	3	م
هَتَّكَ	4	م
هاتَكَ	4	م
تَهَتَّكَ	5	ل
هَتَمَ	3	م
هَتِمَ	3	ل
هَتَّمَ	4	م
أَهْتَمَ	4	م
تَهَتَّمَ	5	ل
تَهاتَمَ	5	ل
هَتَنَ	3	ل
هَتا	3	م
هاتَى	4	ل/م
هَثَّ	3	ل/م
هَثَمَ	3	ل/م
هَثَى	3	ل/م
هاثَى	4	م
هَجَأَ	3	ل/م
هَجِئَ	3	ل
أَهْجَأَ	4	م
هَجَّ	3	ل
هَجَّجَ	4	ل/م
اِهْتَجَّ	5	ل
اِسْتَهَجَّ	6	ل/م
هَجَدَ	3	ل
هَجَّدَ	4	م
أَهْجَدَ	4	ل/م
تَهَجَّدَ	5	ل
هَجَرَ	3	ل/م
هَجَّرَ	4	ل/م
هاجَرَ	4	ل/م
أَهْجَرَ	4	ل
تَهَّجَرَ	5	ل
تَهاجَرَ	5	ل/م
هَجَسَ	3	ل/م
هاجَسَ	4	م
تَهاجَسَ	5	ل
هَجَشَ	3	ل/م
هَجَعَ	3	ل
هَجَّعَ	4	ل
أَهْجَعَ	4	م
هَجَفَ	3	ل
هَجِفَ	3	ل
اِنْهَجَفَ	5	ل
هجَلَ	3	ل
هَجَّلَ	4	م/ل
هاجَلَ	4	ل/م
أَهْجَلَ	4	ل/م
اِهْتَجَلَ	5	م
هَجَمَ	3	ل/م
هاجَمَ	4	م
أَهْجَمَ	4	م
تَهَّجَمَ	5	ل
تَهاجَمَ	5	ل
اِهْتَجَمَ	5	م
هَجَنَ	3	ل
هَجُنَ	3	ل
هَجَّنَ	4	م
أَهْجَنَ	4	ل/م
تَهَجَّنَ	5	ل
اِهْتَجَنَ	5	ل/م
اِسْتَهْجَنَ	6	م
هَجا	3	م
هَجُوَ	3	ل
هَجَّى	4	م
هاجَى	4	م
أَهْجَى	4	م
تَهَّجَى	5	م
تَهاجَى	5	ل
اِهْتَجَى	5	م
هَجِيَ	3	ل
هَدَأَ	3	ل
هَدِئَ	3	ل
هَدَّأَ	4	م
أَهْدَأَ	4	م
هَدَبَ	3	م
هَدِبَ	3	ل
هَدَّبَ	4	م
تَهَدَّبَ	5	ل
اِهْتَدَبَ	5	م
هَدَجَ	3	ل
هَدَّجَ	4	ل
تَهَدَّجَ	5	ل
هَدَّ	3	ل
هَدَّ	3	م/ل
هَدَّ	3	ل
هَدَّدَ	4	م
تَهَدَّدَ	5	م
تَهادَّ	5	ل
اِسْتَهَدَّ	6	م
هَدَرَ	3	ل/م
هَدَرَ	3	ل
هَدَّرَ	4	ل
أَهْدَرَ	4	م
تَهادَرَ	5	ل
اِهْدَوْدَرَ	6	ل
هَدَغَ	3	م
اِنْهَدَغَ	5	ل
هَدَفَ	3	ل
أَهْدَفَ	4	ل
اِسْتَهْدَفَ	6	ل/م
هَدَكَ	3	م
تَهَدَّكَ	5	ل
هَدَلَ	3	ل/م
هَدِلَ	3	ل/م
تَهَدَّلَ	5	ل
هَدَمَ	3	م
هَدِمَ	3	ل
هَدَّمَ	4	م
أَهْدَمَ	4	م
تَهَدَّمَ	5	ل
هَدَنَ	3	ل/م
هَدَّنَ	4	م
هادَنَ	4	م
أَهْدَنَ	4	ل/م
تَهَدَّنَ	5	ل
تَهادَنَ	5	ل
اِنْهَدَنَ	5	ل
هَدَى	3	ل/م
هَدَّى	4	م/ل
هادَى	4	م
أَهْدَى	4	م
تَهَدَّى	5	ل
تَهادَى	5	ل
اِهْتَدَى	5	ل/م
اٍسْتَهْدَى	6	ل/م
هَذَأَ	3	ل/م
هَذِئَ	3	ل
تَهَذَّأَ	5	ل
هَذَبَ	3	ل/م
هَذَّبَ	4	م
أَهْذَبَ	4	ل/م
تَهَذَّبَ	5	ل
هَذَّ	3	م
اِهْتَذَّ	5	م
هَذَرَ	3	ل
هَذِرَ	3	ل
أَهْذَرَ	4	ل
هَذَفَ	3	ل
هَذَمَ	3	م
هَذا	3	م
هَذَى	3	ل
هاذَى	4	م
تَهاذَى	5	ل
هَرَأَ	3	ل/م
هَرِئَ	3	ل
هَرَّأَ	4	م
أَهْرَأَ	4	ل/م
تَهَرَّأَ	5	ل
هَرَبَ	3	ل
هَرِبَ	3	ل
هَرَّبَ	4	م
أَهْرَبَ	4	ل/م
هَرَتَ	3	م
هَرِتَ	3	ل
هَرَّتَ	4	م
أَهْرَتَ	4	م
تَهارَتَ	5	ل
هَرَجَ	3	ل/م
هَرِجَ	3	ل
هَرَّجَ	4	ل/م
أَهْرَجَ	4	ل/م
اِنْهَرَجَ	5	ل
اِسْتَهْرَجَ	6	ل
هَرَدَ	3	ل/م
هَرِدَ	3	ل
هَرَّدَ	4	ل/م
هَرَّ	3	ل/م
هَرَّ	3	ل
هارَّ	4	م
أَهَرَّ	4	ل/م
هَرَسَ	3	م
هَرِسَ	3	ل
هَرَشَ	3	ل
هَرِشَ	3	ل
هَرَّشَ	4	ل
هارَشَ	4	م
تَهَرَّشَ	5	ل
تَهارَشَ	5	ل
اِهْتَرَشَ	5	ل
هَرِصَ	3	ل
هَرَّصَ	4	ل
هَرَضَ	3	م
هَرَطَ	3	ل/م
هَرِطَ	3	ل
تَهارَطَ	5	ل
