#verbs extracted from القاعدة الصرفية
# الحقل الثالث يمثل رقم جدول التصريف في القاعدة الصرفية
# الحقل الثاني: لازم، متعدي أو مشترك بينهما
verb	transitive	Table-base
أَعْسَمَ	ل/م	102
اِعْتَسَمَ	ل/م	114
عَسا	ل	17
عَسَى	ل	21
عَسِيَ	ل	23
عَشُبَ	ل	7
عَشِبَ	ل	4
عَشَّبَ	ل	112
أَعْشَبَ	ل	102
تَعَشَّبَ	ل	126
اِعْتَشَبَ	ل	114
اِعْشَوْشَبَ	ل	133
عَشَرَ	ل/م	2
عَشَرَ	م	1
عَشَّرَ	ل/م	112
عاشَرَ	م	109
أَعْشَرَ	ل	102
تَعاشَرَ	ل	123
اِعْتَشَرَ	ل	114
عَشَّ	ل/م	8
عَشَّ	ل	10
عَشَّشَ	ل/م	112
أَعَشَّ	م	103
اِنْعَشَّ	ل	120
اِعْتَشَّ	ل	115
عَشِقَ	م/ل	4
عَشَّقَ	م	112
تَعَشَّقَ	ل/م	126
عَشِمَ	ل	4
تَعَشَّمَ	ل	126
عَشا	ل/م	17
عَشِيَ	ل	19
عَشَّى	م/ل	113
أَعْشَى	م	104
تَعَشَّى	ل	127
تَعاشَى	ل	125
اِعْتَشَى	ل/م	116
اِسْتَعْشَى	م	131
عَصَبَ	ل/م	2
عَصِبَ	ل	4
عَصَّبَ	م	112
تَعَصَّبَ	ل	126
اِنْعَصَبَ	ل	119
اِعْتَصَبَ	ل	114
اِعْصَوْصَبَ	ل	133
عَصَدَ	ل	1
عَصَدَ	م	2
أَعْصَدَ	م	102
عَصَرَ	م	2
عَصَّرَ	ل/م	112
عاصَرَ	م	109
أَعْصَرَ	ل	102
تَعَصَّرَ	ل	126
اِنْعَصَرَ	ل	119
اِعْتَصَرَ	ل/م	114
عَصَفَ	ل/م	2
أَعْصَفَ	ل	102
عَصَلَ	م	1
عَصِلَ	ل	4
عَصَّلَ	ل/م	112
عَصَمَ	ل/م	2
عصِمَ	ل	4
أَعْصَمَ	ل/م	102
اِنْعَصَمَ	ل	119
اِعْتَصَمَ	ل	114
اِسْتَعْصَمَ	ل	129
عَصا	م	17
عَصَى	م	21
عَصِيَ	ل	19
عاصَى	م	111
أَعْصَى	ل	104
تَعَصَّى	ل	127
اِعْتَصَى	ل/م	116
اِسْتَعْصَى	ل	131
عَضَبَ	ل/م	2
عَضُبَ	ل	7
عَضِبَ	ل	4
عاضَبَ	م	109
أَعْضَبَ	م	102
اِنْعَضَبَ	ل	119
عَضَدَ	م	1/2
عَضِدَ	ل	4
عاضَدَ	م	109
تَعَضَّدَ	م	126
تَعاضَدَ	ل	123
اِعْتَضَدَ	ل/م	114
اِسْتَعْضَدَ	م	129
عَضَّ	م/ل	12
عَضَّضَ	م	112
أَعَضَّ	ل/م	103
عَضَلَ	ل/م	1
عَضِلَ	ل	4
عَضَّلَ	ل/م	112
أَعْضَلَ	ل/م	102
تَعَضَّلَ	م	126
اِسْتَعْضَلَ	ل	129
عَضَهَ	ل/م	3
عَضَّهَ	م	112
أَعْضَهَ	ل	102
عَضا	م	17
عَضَّى	م	113
عَطَبَ	ل	1
عَطِبَ	ل	4
عَطَّبَ	ل/م	112
أَعْطَبَ	م	102
اِعْتَطَبَ	ل/م	114
عَطِرَ	ل	4
عَطَّرَ	م	112
تَعَطَّرَ	ل	126
اِسْتَعْطَرَ	ل	129
عَطَسَ	ل	2
عَطَّسَ	م	112
عَطِشَ	ل	4
عَطَّشَ	م	112
أَعْطَشَ	ل/م	102
تَعَطَّشَ	ل	126
عَطَّ	م	8
عَطَّطَ	م	112
تَعَطَّطَ	ل	126
اِنْعَطَّ	ل	120
اِعْتَطَّ	م	115
عَطَفَ	ل/م	2
عَطَّفَ	م	112
تَعَطَّفَ	ل/م	126
تَعاطَفَ	ل	123
اِنْعَطَفَ	ل	119
اِعْتَطَفَ	م/ل	114
اِسْتَعْطَفَ	م	129
عَطِلَ	ل	4
عَطَّلَ	م	112
تَعَطَّلَ	ل	126
عَطَنَ	ل/م	2
عَطِنَ	ل	4
عَطَّنَ	ل/م	112
أَعْطَنَ	م	102
تَعَطَّنَ	ل	126
اِنْعَطَنَ	ل	119
عَطا	م/ل	17
عَطَّى	م	113
عاطَى	م	111
أَعْطَى	ل/م	104
تَعَطَّى	ل/م	127
تَعاطَى	ل/م	125
اِسْتَعْطَى	ل	131
عَظَرَ	م	2
أَعْظَرَ	م	102
عَظَّ	م	8
عاظَّ	ل/م	110
عَظَلَ	ل	1
عَظَّلَ	ل	112
عاظَلَ	ل	109
تَعَظَّلَ	ل	126
تَعاظَلَ	ل	123
اِعْتَظَلَ	ل	114
عَظَمَ	م	1
عَظُمَ	ل	7
عَظَّمَ	م	112
أَعْظَمَ	ل/م	102
تَعَظَّمَ	ل	126
تَعاظَمَ	ل/م	123
اِسْتَعْظَمَ	ل/م	129
عَظا	م	17
عَظَى	ل	21
عَفَتَ	م	2
عَفِتَ	ل	4
عَفَجَ	م	2
عَفِجَ	ل	4
تَعَفَّجَ	ل	126
عَفَدَ	ل	2
اِعْتَفَدَ	ل	114
عَفَرَ	م	2
عَفِرَ	ل	4
عَفَّرَ	ل/م	112
عافَرَ	م/ل	109
تَعَفَّرَ	ل	126
اِنْعَفَرَ	ل	119
اِعْتَفَرَ	ل/م	114
عَفَسَ	م	2
عافَسَ	م	109
تَعافَسَ	ل	123
اِنْعَفَسَ	ل	119
اِعْتَفَسَ	ل	114
عَفَشَ	م	2
عَفَصَ	م	2
عَفِصَ	ل	4
عَفَّصَ	م	112
أَعْفَصَ	م	102
عَفَطَ	ل	2
عَفَّ	ل	9
عَفَّفَ	م	112
أَعَفَّ	م/ل	103
تَعَفَّفَ	ل	126
اِعْتَفَّ	ل	115
اِسْتَعَفَّ	ل	130
عَفَقَ	ل/م	2
عَفَّقَ	م	112
عافَقَ	م	109
أَعْفَقَ	ل	102
تَعَفَّقَ	ل	126
اِنْعَفَقَ	ل	119
اِعْتَفَقَ	ل/م	114
عَفِكَ	ل	4
عَفَلَ	م	1
عَفِلَ	ل	4
عَفَّلَ	ل	112
عَفَنَ	م	2
عَفِنَ	ل	4
عَفَّنَ	م	112
أَعْفَنَ	ل/م	102
تَعَفَّنَ	ل	126
عَفا	ل/م	17
عَفَّى	ل/م	113
عافَى	م	111
أَعْفَى	ل/م	104
تَعَفَّى	ل	127
تَعافَى	ل/م	125
اِعْتَفَى	م	116
اِسْتَعْفَى	م	131
عَقَبَ	ل/م	1
عَقِبَ	ل	4
عَقَّبَ	ل/م	112
عاقَبَ	ل/م	109
أَعْقَبَ	ل/م	102
تَعَقَّبَ	ل/م	126
تَعاقَبَ	ل	123
اِعْتَقَبَ	ل/م	114
اِسْتَعْقَبَ	م	129
عَقَدَ	ل/م	2
عَقِدَ	ل	4
عَقَّدَ	م	112
عاقَدَ	م	109
أَعْقَدَ	م	102
تَعَقَّدَ	ل	126
تَعاقَدَ	ل	123
اِنْعَقَدَ	ل	119
اِعْتَقَدَ	ل/م	114
عَقَرَ	ل/م	2
عَقُرَ	ل	7
عَقِرَ	ل	4
عاقَرَ	م	109
أَعْقَرَ	ل/م	102
تَعَقَّرَ	ل	126
تَعاقَرَ	ل	123
اِنْعَقَرَ	ل	119
عَقَصَ	م	2
عَقِصَ	ل	4
عَقَّصَ	م	112
عَقَفَ	م	2
عَقَّفَ	م	112
تَعَقَّفَ	ل	126
اِنْعَقَفَ	ل	119
عَقَّ	ل	9
عَقَّ	ل/م	8
عاقَّ	م	110
أَعَقَّ	ل/م	103
اِنْعَقَّ	ل	120
اِعْتَقَّ	ل/م	115
عَقَلَ	ل/م	2
عَقَلَ	م	1
عَقِلَ	ل	4
عَقَّلَ	ل/م	112
عاقَلَ	م	109
تَعَقَّلَ	م	126
تَعاقَلَ	ل/م	123
اِعْتَقَلَ	ل/م	114
عَقَمَ	ل/م	1
عَقُمَ	ل	7
عَقِمَ	ل	4
عَقَّمَ	م	112
عاقَمَ	م	109
عَقا	ل/م	17
عَقَى	ل/م	21
عَقَّى	ل/م	113
أَعْقَى	ل/م	104
اِعْتَقَى	ل	116
عَكَبَ	ل	1
عَكِبَ	ل	4
عَكَّبَ	ل	112
تَعَكَّبَ	م	126
اِعْتَكَبَ	ل/م	114
عَكَدَ	ل/م	2
عَكِدَ	ل	4
أَعْكَدَ	ل	102
اِعْتَكَدَ	م	114
اِسْتَعْكَدَ	ل	129
عَكَرَ	ل	1
عَكِرَ	ل	4
عَكَّرَ	م	112
أَعْكَرَ	ل/م	102
تَعاكَرَ	ل	123
اِعْتَكرَ	ل	114
عَكَزَ	ل/م	1
تَعَكَّزَ	ل/م	126
عَكَسَ	م	2
عاكَسَ	م	109
اِنْعَكَسَ	ل	119
عَكَشَ	ل/م	2
عَكِشَ	ل	4
عَكَّشَ	ل	112
تَعَكَّشَ	ل	126
عَكَصَ	م	2
عَكِصَ	ل/م	4
تَعَكَّصَ	ل	126
عَكَظَ	م	2
عَكَّظَ	م	112
عاكَظَ	م	109
تَعَكَّظَ	ل	126
تَعاكَظَ	ل	123
عَكَفَ	ل/م	1
عَكَّفَ	م	112
تَعَكَّفَ	ل	126
اِعْتَكَفَ	ل	114
عَكَّ	ل	9
عَكَّ	م	8
عَكَلَ	ل/م	1
عَكِلَ	ل	4
أَعْكَلَ	ل	102
اِعْتَكَلَ	ل	114
عَكَمَ	ل/م	2
عَكَّمَ	ل	112
أَعْكَمَ	م	102
اِعْتَكَمَ	ل	114
عَكَّنَ	ل	112
تَعَكَّنَ	ل	126
عَكا	ل/م	17
عَكَى	ل	21
عَكَّى	ل	113
أَعْكَى	ل	104
عَلَبَ	ل/م	1
عَلِبَ	ل	4
عَلَّبَ	ل/م	112
اِسْتَعْلَبَ	ل/م	129
عَلَثَ	ل/م	2
عَلِثَ	ل	4
عَلَّثَ	ل/م	112
عالَثَ	م	109
اِعْتَلَثَ	ل/م	114
عَلَجَ	ل/م	1
عَلَّجَ	ل	4
عالَجَ	م/ل	109
تَعَلَّجَ	ل	126
اِعْتَلَجَ	ل	114
اِسْتَعْلَجَ	ل	129
عَلِدَ	ل	4
عَلِزَ	ل	4
أَعْلَزَ	م	102
عَلَسَ	ل	2
عَلَّسَ	ل/م	112
عَلَّصَ	ل	112
عَلَضَ	م	2
عَلَطَ	م	1
عَلَّطَ	م	112
تَعَلَّطَ	م	126
اِعْتَلَطَ	م/ل	114
عَلَفَ	ل/م	2
عَلَّفَ	ل/م	112
أَعْلَفَ	ل/م	102
تَعَلَّفَ	ل	126
اِعْتَلَفَ	ل	114
اِسْتَعْلَفَ	ل	129
عَلَقَ	ل/م	1
عَلِقَ	ل/م	4
عَلَّقَ	ل/م	112
عالَقَ	م	109
أَعْلَقَ	ل/م	102
تَعَلَّقَ	ل/م	126
اِعْتَلَقَ	م/ل	114
عَلَكَ	م	1
عَلَّكَ	م	112
عَلَّ	ل	9
عَلَّ	م	8
عَلَّلَ	ل/م	112
أَعَلَّ	ل/م	103
تَعَلَّلَ	ل	126
تَعالَّ	ل/م	124
اِعْتَلَّ	ل/م	115
عَلَمَ	م	1/2
عَلِمَ	ل	4
عَلَّمَ	م	112
عالَمَ	م	109
أَعْلَمَ	م/ل	102
تَعَلَّمَ	م	126
تَعالَمَ	ل/م	123
اِعْتَلَمَ	ل/م	114
اِسْتَعْلَمَ	م	129
عَلَنَ	ل	2
عَلِنَ	ل	4
عَلَّنَ	م	112
عالَنَ	م/ل	109
أَعْلَنَ	م/ل	102
اِعْتَلَنَ	ل	114
اِسْتَعْلَنَ	ل	129
عَلِهَ	ل	4
عَلا	ل/م	17
عَلَى	م/ل	21
عَلِيَ	ل	19
عَلَّى	م	113
عالَى	م/ل	111
أَعْلَى	ل/م	104
تَعَلَّى	ل	127
تَعالَى	ل	125
اِعْتَلَى	ل/م	116
اِسْتَعْلَى	ل/م	131
اِعْلَوْلَى	م	134
عَمَتَ	ل/م	2
عَمَّتَ	ل/م	112
عَمَجَ	ل	2
تَعَمَّجَ	ل	126
عَمَدَ	م/ل	2
عَمِدَ	ل	4
عَمَّدَ	م	112
أَعْمَدَ	م	102
تَعَمَّدَ	م/ل	126
اِنْعَمَدَ	ل	119
اِعْتَمَدَ	م/ل	114
عَمَرَ	ل/م	1
عَمُرَ	ل	7
عَمَّرَ	م	112
أَعْمَرَ	م	102
اِعْتَمَرَ	ل/م	114
اِسْتَعْمَرَ	م	129
عَمَسَ	ل/م	1
عَمُسَ	ل	7
عَمِسَ	ل	4
عَمَّسَ	م	112
عامَسَ	م	109
أَعْمَسَ	م	102
تَعامَسَ	ل	123
عَمَشَ	م	2
عَمِشَ	ل	4
عَمَّشَ	ل/م	112
اِسْتَعْمَشَ	م	129
عَمُقَ	ل	7
عَمَّقَ	م	112
تَعَمَّقَ	ل	126
عَمِلَ	ل	4
عَمَّلَ	م	112
عامَلَ	م	109
أَعْمَلَ	م	102
تَعَمَّلَ	ل	126
تَعامَلَ	ل	123
اِعْتَمَلَ	ل	114
اِسْتَعْمَلَ	م	129
عَمَّ	ل/م	8
عَمَّمَ	م	112
أَعَمَّ	ل	103
تَعَمَّمَ	ل/م	126
اِعْتَمَّ	ل	115
اِسْتَعَمَّ	ل/م	130
عَمَنَ	ل	2
عَمَهَ	ل	3
عَمِهَ	ل	4
عَمَّهَ	ل	112
عَمَى	ل	21
عَمِيَ	ل	23
عَمَّى	م	113
أَعْمَى	م	104
تَعَمَّى	ل	127
تَعامَى	ل	125
عَنَّبَ	ل	112
عَنِتَ	ل	4
عَنَّتَ	م	112
أَعْنَتَ	م	102
تَعَنَّتَ	م/ل	126
عَنَجَ	م	1
أَعْنَجَ	ل/م	102
عَنَدَ	ل	2
عانَدَ	ل/م	109
أَعْنَدَ	ل/م	102
تَعانَدَ	ل	123
اِسْتَعْنَدَ	ل/م	129
عَنَزَ	ل/م	1
أَعْنَزَ	م	102
تَعَنَّزَ	ل	126
اِعْتَنَزَ	ل	114
اِسْتَعْنَزَ	ل	129
عَنَسَ	ل	1/2
عَنِسَ	ل	4
عَنَّسَ	ل/م	112
أَعْنَسَ	ل/م	102
أَعْنَصَ	ل	102
عَنُفَ	ل	7
عَنَّفَ	م	112
أَعْنَفَ	م	102
اِعْتَنَفَ	م	114
عَنِقَ	م	1
عَنَّقَ	ل	4
عانَقَ	م	109
أَعْنَقَ	ل/م	102
تَعَنَّقَ	ل	126
تَعانَقَ	ل	123
اِعْتَنَقَ	ل/م	114
عَنَكَ	ل	1
عَنَّكَ	م	112
أَعْنَكَ	ل	102
تَعَنَّكَ	ل	126
اِعْتَنَكَ	ل	114
عَنَّمَ	م	112
عَنَّ	ل	9
عَنَّ	م	8
عَنَّنَ	م	112
عانَّ	م	110
أَعَنَّ	ل/م	103
تَعَنَّنَ	ل	126
اِعْتَنَّ	ل	115
عَنا	ل/م	17
عَنَى	ل/م	21
عَنِيَ	ل	19
عَنَّى	م	113
عانَى	م	111
أَعْنَى	م	104
تَعَنَّى	ل/م	127
اِعْتَنَى	ل	116
عَهَدَ	-	1
عَهِدَ	ل	4
عاهَدَ	م	109
أَعْهَدَ	م	102
تَعَهَّدَ	ل/م	126
تَعاهَدَ	ل/م	123
اِعْتَهَدَ	م	114
اِسْتَعْهَدَ	ل	129
عَهَرَ	ل/م	3
عاهَرَ	م	109
عَهَنَ	ل/م	1
عَهَنَ	ل	2
عاثَ	م	34
عَوَّثَ	م	112
تَعَوَّثَ	ل	126
عاجَ	ل/م	34
عَوِجَ	ل	35
عَوَّجَ	م	112
تَعَوَّجَ	ل	126
اِنْعاجَ	م/ل	120
اِعْوَجَّ	ل	128
عادَ	ل/م	34
عَوَّدَ	م	112
عاوَدَ	م	109
أَعادَ	م	105
تَعَوَّدَ	م	126
اِعْتادَ	م	117
اِسْتَعادَ	م	132
عاذَ	ل	34
عَوَّذَ	م	112
أَعاذَ	م	105
تَعَوَّذَ	ل	126
تَعاوَذَ	ل	123
اِسْتَعاذَ	ل	132
عارَ	م	34
عَوِرَ	ل	35
عَوَّرَ	م	112
عاوَرَ	م	109
أَعارَ	م	105
أَعْوَرَ	ل/م	102
تَعَوَّرَ	ل/م	126
تَعاوَرَ	م	123
اِعْتَوَرَ	م	114
اِعْوَرَّ	ل	128
اِسْتَعارَ	م	132
اِعْوارَّ	ل	135
عازَ	م	34
عَوِزَ	ل	35
أَعْوَزَ	ل/م	102
اِعْوَزَّ	ل	128
عاسَ	ل/م	34
عَوِسَ	ل	35
عاصَ	ل	36
عَوِصَ	ل	35
عَوَّصَ	ل	112
أَعْوَصَ	ل	102
اِعْتاصَ	ل	117
عاضَ	م	36
عَوَّضَ	م	112
عاوَضَ	م	109
تَعَوَّضَ	ل/م	126
تَعاوَضَ	ل	123
اِعْتاضَ	ل/م	117
اِسْتَعاضَ	م/ل	132
عاطَ	ل	34
اِعْتاطَ	ل	117
عافَ	ل	34
عاقَ	م	34
عَوَّقَ	م	112
تَعَوَّقَ	ل/م	126
اِعْتاقَ	م	117
عالَ	ل/م	34
عَوَّلَ	ل	112
أَعالَ	ل	105
عامَ	ل	34
عَوَّمَ	ل/م	112
عاوَمَ	ل/م	109
أَعْوَمَ	ل	102
عانَ	ل	34
عَوَّنَ	ل/م	112
عاوَنَ	م	109
أَعانَ	م	105
تَعاوَنَ	ل	123
اِسْتَعانَ	م/ل	132
عاهَ	ل	34
عَوَّهَ	ل	112
أَعاهَ	ل	105
عَوَى	ل/م	41
عَوَّى	ل/م	113
عاوَى	م	111
تَعاوَى	ل	125
اِنْعَوَى	ل	120
اِعْتَوَى	ل/م	116
اِسْتَعْوَى	م	131
عابَ	ل/م	45
عَيَّبَ	م	112
تَعَيَّبَ	م	126
عاثَ	ل	45
عَيَّثَ	ل	112
تَعَيَّثَ	ل	126
عاجَ	ل	45
عارَ	ل/م	45
عَيَّرَ	م	112
عايَرَ	ل/م	109
أَعارَ	م	105
أَعْيَرَ	م	102
تَعايَرَ	ل	123
أَعْيَسَ	ل	102
تَعَيَّسَ	ل	126
عاشَ	ل	45
عَيَّشَ	م	112
عايَشَ	م	109
أَعاشَ	م	105
تَعَيَّشَ	ل	126
تَعايَشَ	ل	123
عاطَ	ل	45
عَيِطَ	ل	46
عَيَّطَ	ل	112
تَعَيَّطَ	ل	126
عافَ	ل/م	45
عافَ	م	47
أَعافَ	ل	105
تَعَيَّفَ	ل	126
اِعْتافَ	ل/م	117
عاقَ	م	45
عَيَّقَ	ل	112
عاكَ	ل	45
عالَ	ل/م	45
عَيَّلَ	ل/م	112
أَعْيَلَ	ل	102
أَعالَ	ل/م	105
تَعَيَّلَ	ل	126
عامَ	ل	45
أَعامَ	ل/م	105
اِعْتامَ	ل/م	117
عانَ	ل/م	45
عَيِنَ	ل	46
عَيَّنَ	ل/م	112
عايَنَ	م	109
أَعْيَنَ	ل	102
أَعانَ	ل/م	105
تَعَيَّنَ	ل/م	126
اِعْتانَ	م	117
عاهَ	ل	45
عَيَّهَ	ل	112
أَعْيَهَ	ل	102
عَيَّ	ل/م	51
عَيِيَ	ل/م	52
عَيَّا	ل/م	113
عايا	ل/م	111
أَعْيَا	ل/م	104
تَعَيَّا	ل	127
تَعايا	ل	116
اِسْتَعْيا	ل	131
غَبَّ	ل/م	9
غَبَّبَ	ل/م	112
أَغَبَّ	ل/م	103
غَبَثَ	م	2
غَبِثَ	ل	4
اِغْبَثَّ	ل	102
غَبِجَ	م	4
غَبَرَ	ل	1
غَبِرَ	ل	4
غَبَّرَ	ل/م	112
أَغْبَرَ	ل	102
تَغَبَّرَ	ل/م	126
اِغْبَرَّ	ل	128
غَبَسَ	ل	1
غَبِسَ	ل	4
أَغْبَسَ	ل	112
غَبَشَ	م	2
غَبِشَ	ل	4
أَغْبَشَ	ل	102
غَبِصَ	ل	4
غَبَطَ	م	2
غَبِطَ	م	4
أَغْبَطَ	م/ل	102
اِغْتَبَطَ	ل	114
غَبَقَ	م	2
غَبَّقَ	م	112
تَغَبَّقَ	م	126
اِغْتَبَقَ	ل/م	114
غَبَنَ	م	2
غَبِنَ	ل/م	4
تَغابَنَ	ل	123
اِغْتَبَنَ	م	114
غَبِيَ	ل/م	19
غَبَّى	م	113
أَغْبَى	ل	104
تَغابَى	ل/م	125
غَتَّ	ل/م	8
غَتَّتَ	م	112
اِغْتَتَّ	م	115
غَتَمَ	ل	1
غَتِمَ	ل	4
أَغْتَمَ	م	102
اِغْتَتَمَ	ل	114
غَثَّ	ل	9
غَثَّثَ	ل	112
أَغَثَّ	ل/م	103
اِسْتَغَثَّ	م	130
غَثَرَ	ل	1
غَثِرَ	ل	4
أَغْثَرَ	ل	102
اِغْثارَّ	ل	135
غَثَمَ	ل/م	1
غَثِمَ	ل	4
غَثا	ل	17
غَثَى	ل/م	21
غَثِيَ	ل/م	23
غَدَّ	ل	8
أَغَدَّ	ل	103
غَدَرَ	ل/م	2
غَدِرَ	ل	4
غادَرَ	م	109
أَغْدَرَ	م	102
تَغَدَّرَ	ل	126
اِغْتَدَرَ	ل	114
اِسْتَغْدَرَ	ل	129
غَدَفَ	ل	1
غادَفَ	ل	109
أَغْدَفَ	ل/م	102
اِغْتَدَفَ	ل/م	114
اِغْدَوْدَفَ	ل	133
غَدَقَ	ل	2
غَدِقَ	ل	4
أَغْدَقَ	ل	102
اِغْدَوْدَقَ	ل	133
غَدِنَ	ل	4
تَغَدَّنَ	ل	126
اِغْدَوْدَنَ	ل	133
غَدا	ل	17
غَدِيَ	ل	19
غَدَّى	م	113
غادَى	م	111
تَغَدَّى	ل	127
اِغْتَدَى	ل	116
غَذَّ	ل	9
غَذَّ	م	8
أَغَذَّ	ل/م	103
اِغْتَذَرَ	ل	114
غَذَمَ	م	1
أَغْذَمَ	م	102
تَغَذَّمَ	م	126
اِغْتَذَمَ	م	114
غَذا	ل/م	17
غَذَّى	ل/م	113
تَغَذَّى	ل	127
اِغْتَذَى	ل	116
غَرَبَ	ل	1
غَرُبَ	ل	7
غَرِبَ	ل	4
غَرَّبَ	ل/م	112
أَغْرَبَ	ل/م	102
تَغَرَّبَ	ل	126
اِغْتَرَبَ	ل	114
اِسْتَغْرَبَ	ل/م	129
غَرِثَ	ل	4
غَرَّثَ	م	112
غَرِدَ	ل	4
غَرَّدَ	ل	112
أَغْرَدَ	ل/م	102
اِسْتَغْرَدَ	م	129
غَرَّ	ل	9
غَرَّ	م	8
غَرَّ	ل	10
غَرَّرَ	ل/م	112
غارَّ	ل/م	110
تَغَرَّرَ	ل	126
اِغْتَرَّ	ل/م	115
اِسْتَغَرَّ	ل/م	130
غَرَزَ	ل/م	2
غَرِزَ	ل	4
غَرَّزَ	ل/م	112
أَغْرَزَ	ل/م	102
اِغْتَرَزَ	م	114
غَرَسَ	م	2
أَغْرَسَ	م	102
اِغْتَرَسَ	م	114
غَرَضَ	ل/م	2
غَرُضَ	ل	7
غَرِضَ	ل	4
غَرَّضَ	ل/م	112
أَغْرَضَ	ل/م	102
تَغَرَّضَ	ل	126
اِنْغَرَضَ	ل	119
اِغْتَرَضَ	م	114
غَرَفَ	م	2
أَغْرَفَ	ل	102
تَغَرَّفَ	م	126
اِنْغَرَفَ	ل	119
اِغْتَرَفَ	م/ل	114
غَرِقَ	ل	4
غَرَّقَ	ل/م	112
أَغْرَقَ	ل/م	102
اِغْتَرَقَ	م	114
اِسْتَغْرَقَ	ل/م	129
اِغْرَوْرَقَ	ل	133
غَرِلَ	ل	4
غَرِمَ	ل/م	4
غَرَّمَ	م	112
أَغْرَمَ	م	102
غَرِنَ	ل	4
غَرا	ل/م	17
غَرِيَ	ل	19
غَرَّى	م	113
غارَى	م	111
أَغْرَى	ل/م	104
غَزُرَ	ل	7
غَزَّرَ	ل	112
غازَرَ	ل	109
أَغْزَرَ	ل/م	102
اِسْتَغْزَرَ	ل/م	129
غَزَّ	ل/م	8
غازَّ	ل	109
أَغَزَّ	ل	103
تَغازَّ	م	124
اِغْتَزَّ	ل	115
غَزَلَ	م	2
غَزِلَ	ل	4
غازَلَ	م	109
أَغْزَلَ	ل	102
تَغَزَّلَ	ل	126
اِغْتَزَلَ	م	114
غَزا	م/ل	17
غَزَّى	م	113
أَغْزَى	م	104
اِغْتَزَى	م/ل	116
غَسَرَ	ل	1
تَغَسَّرَ	ل	126
غَسَّ	م	8
اِنْغَسَّ	ل	103
غَسَقَ	ل	2
أَغْسَقَ	ل	102
غَسَلَ	م	2
غَسَّلَ	م	112
اِنْغَسَلَ	ل	119
اِغْتَسَلَ	ل	114
غَسَمَ	ل	1
أَغْسَمَ	ل	102
غَسَنَ	م	1
غَسا	ل	17
غَسِيَ	ل	23
أَغْسَى	ل/م	104
غَشَّ	ل	9
غَشَّشَ	م	112
أَغَشَّ	م	103
اِغْتَشَّ	م	115
اِسْتَغَشَّ	م	130
غَشَمَ	ل	2
غَشَمَ	م	1
تَغاشَمَ	ل	123
غَشِيَ	ل/م	19
غَشَّى	م/ل	113
أَغْشَى	ل/م	104
تَغَشَّى	ل/م	127
اِسْتَغْشَى	م/ل	131
غَصَبَ	م	2
اِغْتَصَبَ	م	114
غَصَّ	ل	10
أَغَصَّ	م	103
اِغْتَصَّ	ل	115
غَصَنَ	م	2
غَصَّنَ	ل	112
أَغْصَنَ	ل	102
غَضِبَ	ل	4
غاضَبَ	م	109
أَغْضَبَ	م	102
تَغَضَّبَ	ل	126
غَضَرَ	ل/م	2
غَضَرَ	م	1
غَضُرَ	ل	7
غَضِرَ	ل	4
تَغَضَّرَ	ل	126
اِغْتَضَرَ	-	114
غَضَّ	ل	9
غَضَّ	م/ل	8
غَضَّضَ	ل	112
أَغَضَّ	ل	103
اِنْغَضَّ	ل	120
اِغْتَضَّ	ل	115
غَضَفَ	ل/م	2
غَضِفَ	ل	4
غَضَّفَ	م	112
أَغْضَفَ	ل	102
تَغَضَّفَ	ل	126
اِنْغَضَفَ	ل	119
غَضَنَ	ل/م	1
غَضِنَ	ل	4
غَضَّنَ	ل/م	112
غاضَنَ	م	109
أَغْضَنَ	ل	102
تَغَضَّنَ	ل	126
غَضا	ل	17
غَضِيَ	ل	23
أَغْضَى	ل	104
تَغاضَى	ل	125
غَطَسَ	ل/م	2
غَطَّسَ	م	112
تَعاطَسَ	ل	123
غَطَشَ	ل	2
غَطِشَ	ل	4
غَطَّشَ	م	112
أَغْطَشَ	ل/م	102
تَغَطَّشَ	ل	126
تَغاطَشَ	ل	123
اِغْطاشَّ	ل	135
غَطَّ	ل/م	9
غَطَّ	م	8
تَغاطَّ	ل	124
اِنْغَطَّ	ل	103
غَطِفَ	ل	4
غَطا	ل/م	17
غَطَّى	م	113
أَغْطَى	ل/م	104
تَغَطَّى	ل	127
اِغْتَطَى	ل	116
غَفَرَ	ل/م	2
غَفِرَ	ل	4
أَغْفَرَ	ل/م	102
تَغَفَّرَ	ل	126
تَغافَرَ	ل	123
اِغْتَفَرَ	م	114
اِسْتَغْفَرَ	م	129
اِغْفارَّ	ل	135
غافَصَ	م	109
تَغَفَّفَ	ل/م	126
اِغْتَفَّ	ل/م	115
غَفَقَ	ل	2
غَفَّقَ	ل	112
تَغَفَّقَ	م	126
اِغْتَفَقَ	ل	114
غَفَلَ	ل/م	1
غَفَّلَ	م	112
أَغْفَلَ	م	102
تَغَفَّلَ	م	126
تَغافَلَ	ل	123
اِسْتَغْفَلَ	م	129
غَفا	ل	17
أَغْفَى	ل	104
غَفَى	م	21
غَفِيَ	ل	23
غَفَّى	م	113
أَغْفَى	ل/م	104
اِنْغَفَى	ل	121
غَقَّ	ل	9
غَلَبَ	م/ل	2
غَلِبَ	ل	4
غَلَّبَ	م	112
غالَبَ	م	109
تَغَلَّبَ	ل	126
تَغالَبَ	ل	123
اِسْتَغْلَبَ	ل	129
اِغْلَوْلَبَ	ل	133
غَلَتَ	ل	1
غَلِتَ	ل	4
